module,modinfo_name,path,subsystem,in_modules_load,source_built_override,n_versions,n_kmi_pure,n_kmi_extended,n_vendor_internal_resolved,n_vendor_internal_missing,n_crc_mismatch,module_layout_status,verdict,secondary_verdict,sample_failing
adsp_loader_dlkm,adsp_loader_dlkm,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/adsp_loader_dlkm.ko,audio,1,0,45,0,0,0,2,43,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);mutex_lock=crc(995658e3!=d5977bfb);ktime_get=crc(ff9a6e5c!=b43f9365);mutex_unlock=crc(995658e3!=ed55cabd);_dev_err=crc(6b10178d!=b4ce05a5);rproc_shutdown=crc(bef187d1!=69f3da31);system_wq=crc(571c73d5!=2d3385d3);queue_work_on=crc(8f4cd990!=c5b6f236)
adsp_sleepmon,adsp_sleepmon,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/adsp_sleepmon.ko,audio,1,0,71,0,0,0,0,71,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);arch_timer_read_counter=crc(36e9bb71!=75fb9062);wait_for_completion=crc(7da92691!=25974000);mutex_lock=crc(995658e3!=d5977bfb);rpmsg_send=crc(9023b26d!=a39d99f7);mutex_unlock=crc(995658e3!=ed55cabd);__stack_chk_fail=crc(d272d446!=f0fdf6cb);__platform_driver_register=crc(26d0cf2d!=12db679a)
altmode-glink,altmode_glink,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/altmode-glink.ko,misc,1,0,42,0,0,0,3,39,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__of_parse_phandle_with_args=crc(e99699d5!=1fec5304);mutex_lock=crc(995658e3!=d5977bfb);of_find_device_by_node=crc(65e45ac5!=a823db6e);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=efe8a82e);__kmalloc_cache_noprof=crc(6cc46e45!=e17134b6);mutex_unlock=crc(995658e3!=ed55cabd);_dev_err=crc(6b10178d!=b4ce05a5)
arm_smmu,arm_smmu,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/arm_smmu.ko,misc,0,0,151,0,0,0,0,151,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_dev_warn=crc(6b10178d!=47a915f1);of_find_property=crc(9a0c7532!=6b201699);of_device_is_compatible=crc(c993f0e5!=2077fc84);devm_krealloc=crc(93eb68a1!=f1d19835);log_read_mmio=crc(f5e9ca2e!=6b722180);log_post_read_mmio=crc(ec62c96b!=0c1a5ee3);log_write_mmio=crc(295b83ed!=c905402b);log_post_write_mmio=crc(295b83ed!=fa4d3c24)
arm_smmu_pmu,arm_smmu_pmu,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/arm_smmu_pmu.ko,misc,0,0,35,0,0,0,0,35,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,scnprintf=crc(f4386284!=96848186);__cpuhp_setup_state=crc(d96d6f98!=b66eb73f);__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);__cpu_online_mask=crc(4e994f70!=ac594e02);nr_cpu_ids=crc(f296206e!=017de3d5);perf_pmu_migrate_context=crc(66c30a1b!=7237d4b2);cpu_bit_bitmap=crc(6bbc9298!=62ad2053)
atmel_mxt_ts,atmel_mxt_ts,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/atmel_mxt_ts.ko,misc,0,0,78,0,0,0,0,78,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,i2c_register_driver=crc(6f0760fb!=2ff78d9b);i2c_del_driver=crc(ef821497!=84dd786f);device_property_present=crc(a83605e2!=fe84e5f9);of_count_phandle_with_args=crc(8144ad5b!=b088bcfc);__of_parse_phandle_with_args=crc(e99699d5!=1fec5304);of_drm_find_panel=crc(daefb31f!=f5e60d89);of_property_read_string=crc(fc9f25c0!=af7cb74b);strlen=crc(90d19584!=98cf60b3)
audio_pkt_dlkm,audio_pkt_dlkm,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/audio_pkt_dlkm.ko,audio,1,0,60,0,0,0,11,49,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,ipc_log_string=missing;_raw_spin_lock_irqsave=crc(aa615763!=34db050b);__wake_up=crc(f7c60e8b!=e2964344);_raw_spin_unlock_irqrestore=crc(582af1c8!=d35cce70);spf_core_apm_close_all=missing;msm_audio_ion_crash_handler=missing;skb_dequeue=crc(f88e9e04!=31bd8d07);sk_skb_reason_drop=crc(3334991b!=dcf2c89b)
audio_prm_dlkm,audio_prm_dlkm,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/audio_prm_dlkm.ko,audio,1,0,34,0,0,0,11,23,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=efe8a82e);__kmalloc_cache_noprof=crc(6cc46e45!=e17134b6);kfree=crc(31359e90!=037a0cba);mutex_lock=crc(995658e3!=d5977bfb);gpr_get_q6_state=missing;gpr_send_pkt=missing;init_wait_entry=crc(6668f05d!=fe487975)
audpkt_ion_dlkm,audpkt_ion_dlkm,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/audpkt_ion_dlkm.ko,misc,1,0,48,0,0,0,3,45,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,mutex_lock=crc(995658e3!=d5977bfb);_printk=crc(16b5b21d!=92997ed8);mutex_unlock=crc(995658e3!=ed55cabd);__list_add_valid_or_report=crc(6fabd45b!=7e19152a);kfree=crc(31359e90!=037a0cba);__list_del_entry_valid_or_report=crc(802f8919!=9a835040);qcom_scm_assign_mem=crc(ad9b4ffa!=cdaced8a);__stack_chk_fail=crc(d272d446!=f0fdf6cb)
bam_dma,bam_dma,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/bam_dma.ko,misc,1,0,82,0,0,0,3,79,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,strlen=crc(90d19584!=98cf60b3);trace_event_buffer_reserve=crc(40964d00!=29eba14a);memcpy=crc(8a7493b2!=4829a47e);vsnprintf=crc(78dfe782!=00148653);trace_event_buffer_commit=crc(ffe3783c!=2fc1082e);__trace_trigger_soft_disabled=crc(cb5e01d7!=0fd10466);__stack_chk_fail=crc(d272d446!=f0fdf6cb);perf_trace_buf_alloc=crc(231ad1b8!=2d2c902f)
bcl_pmic5,bcl_pmic5,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/bcl_pmic5.ko,regulator-pmic,0,0,64,0,0,0,2,62,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,trace_event_buffer_reserve=crc(40964d00!=29eba14a);trace_event_buffer_commit=crc(ffe3783c!=2fc1082e);__trace_trigger_soft_disabled=crc(cb5e01d7!=0fd10466);__stack_chk_fail=crc(d272d446!=f0fdf6cb);perf_trace_buf_alloc=crc(231ad1b8!=2d2c902f);perf_trace_run_bpf_submit=crc(2a290ade!=c61f330d);bpf_trace_run5=crc(df495bd0!=e3c00b45);blocking_notifier_chain_register=crc(bde3e279!=d9051672)
bcl_soc,bcl_soc,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/bcl_soc.ko,misc,1,0,20,0,0,0,0,20,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);devm_kmalloc=crc(d1263f9d!=c8c7229e);__mutex_init=crc(81d49dc6!=a571f6b0);power_supply_reg_notifier=crc(0a227d4d!=725b192d);devm_thermal_of_zone_register=crc(0a45cfe3!=f79a0cc2);thermal_zone_device_update=crc(defb5df8!=b0a3290c);system_wq=crc(571c73d5!=2d3385d3)
boot_stats,boot_stats,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/boot_stats.ko,misc,1,0,9,0,0,0,0,9,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,of_find_compatible_node=crc(730d7351!=f3cdc3c6);of_iomap=crc(e2ff4068!=aba63322);of_property_read_variable_u32_array=crc(5de0294f!=e136f93c);__of_get_address=crc(c07a2e81!=f326a133);_printk=crc(16b5b21d!=92997ed8);iounmap=crc(fbb66790!=edc03953);log_read_mmio=crc(f5e9ca2e!=6b722180);log_post_read_mmio=crc(ec62c96b!=0c1a5ee3)
bt_fm_swr,bt_fm_swr,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/bt_fm_swr.ko,bt,1,0,25,0,0,0,9,16,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);btpower_get_chipset_version=missing;swr_get_logical_dev_num=missing;usleep_range_state=crc(fdbae8c6!=c3055d20);__stack_chk_fail=crc(d272d446!=f0fdf6cb);swr_connect_port=missing;swr_slvdev_datapath_control=missing;swr_disconnect_port=missing
btfm_slim_codec,btfm_slim_codec,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/btfm_slim_codec.ko,bt,1,0,38,0,0,0,4,34,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);mutex_lock=crc(995658e3!=d5977bfb);slim_writeb=crc(b1140fe5!=c27faa86);mutex_unlock=crc(995658e3!=ed55cabd);usleep_range_state=crc(fdbae8c6!=c3055d20);slim_readb=crc(79492c62!=b413b3eb);slim_stream_allocate=crc(02c5c827!=1c430f93);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001)
btfmcodec,btfmcodec,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/btfmcodec.ko,bt,1,0,64,0,0,0,0,64,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_raw_spin_lock_irqsave=crc(aa615763!=34db050b);__alloc_skb=crc(f9414958!=f4b23bfd);skb_put=crc(7624f2c2!=7594d536);memcpy=crc(8a7493b2!=4829a47e);skb_queue_tail=crc(9e3cda57!=e3176987);__wake_up=crc(f7c60e8b!=e2964344);_raw_spin_unlock_irqrestore=crc(582af1c8!=d35cce70);_printk=crc(16b5b21d!=92997ed8)
btpower,btpower,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/btpower.ko,bt,1,0,96,0,0,0,1,95,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);mutex_lock=crc(995658e3!=d5977bfb);mutex_unlock=crc(995658e3!=ed55cabd);regulator_set_voltage=crc(0eecf958!=2220455c);regulator_set_load=crc(bd7848fe!=ae422b60);regulator_enable=crc(3d3e5d40!=57d5e131);regulator_get_voltage=crc(3d3e5d40!=a06ad99d);gpio_free=crc(ebe5da4a!=fe990052)
bwmon,bwmon,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/bwmon.ko,misc,1,0,65,0,0,0,11,54,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);devm_kmalloc=crc(d1263f9d!=c8c7229e);of_device_get_match_data=crc(be4e2011!=14fe5355);of_find_property=crc(9a0c7532!=6b201699);platform_get_resource_byname=crc(cc1c0f0f!=374f8976);arm64_use_ng_mappings=crc(3239fbdb!=af56600a);ioremap_prot=crc(c948ac44!=40863ba1)
cambistmclkcc-canoe,cambistmclkcc_canoe,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/cambistmclkcc-canoe.ko,misc,0,0,25,0,0,0,0,25,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);qcom_cc_map=crc(60e78d81!=f59859d2);qcom_cc_runtime_init=crc(40df0093!=a27db1f5);__pm_runtime_resume=crc(cc47d0a5!=4eb4c414);of_get_property=crc(25eb83ce!=3b1b6444);strcmp=crc(f5df0401!=e2d5255a);clk_rivian_evo_pll_configure=crc(0d118103!=0087ed23)
camcc-alor,camcc_alor,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/camcc-alor.ko,misc,0,0,29,0,0,0,0,29,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);qcom_cc_map=crc(60e78d81!=f59859d2);qcom_cc_runtime_init=crc(40df0093!=a27db1f5);__pm_runtime_resume=crc(cc47d0a5!=4eb4c414);alt_cb_patch_nops=crc(b8c8345a!=a65c6def);clk_lucid_evo_pll_configure=crc(0d118103!=09e0378c);regmap_update_bits_base=crc(807ee877!=576b05bf)
camcc-canoe,camcc_canoe,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/camcc-canoe.ko,misc,0,0,29,0,0,0,0,29,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);qcom_cc_map=crc(60e78d81!=f59859d2);qcom_cc_runtime_init=crc(40df0093!=a27db1f5);__pm_runtime_resume=crc(cc47d0a5!=4eb4c414);clk_lucid_evo_pll_configure=crc(0d118103!=09e0378c);regmap_update_bits_base=crc(807ee877!=576b05bf);regmap_write=crc(8b1835dc!=6b883e5a)
camera,camera,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/camera.ko,camera,1,0,419,0,0,0,17,402,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_raw_spin_lock_bh=crc(7c62d7bb!=0c3690fc);_raw_spin_unlock_bh=crc(7c62d7bb!=e46021ca);mutex_lock=crc(995658e3!=d5977bfb);mutex_unlock=crc(995658e3!=ed55cabd);__stack_chk_fail=crc(d272d446!=f0fdf6cb);kvfree=crc(3702a4be!=7aa1756e);__list_del_entry_valid_or_report=crc(802f8919!=9a835040);complete=crc(7da92691!=a6257a2f)
camera_extension,camera_extension,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/camera_extension.ko,camera,1,0,188,0,0,0,49,139,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,devm_kmalloc=crc(d1263f9d!=c8c7229e);__mutex_init=crc(81d49dc6!=a571f6b0);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);__kmalloc_large_noprof=crc(27865ec7!=441d0de9);devm_kfree=crc(963fe25e!=5a6368f5);kernel_kobj=crc(45e1f39a!=ce8498d7);kobject_create_and_add=crc(3e531720!=2d405891);sysfs_create_groups=crc(fee2e9dc!=30a720ff)
cdsprm,cdsprm,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/cdsprm.ko,misc,1,0,66,0,0,0,0,66,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_raw_spin_lock_irqsave=crc(aa615763!=34db050b);_raw_spin_unlock_irqrestore=crc(582af1c8!=d35cce70);rpmsg_send=crc(9023b26d!=a39d99f7);__stack_chk_fail=crc(d272d446!=f0fdf6cb);memset=crc(110f4d3a!=dcb764ad);_printk=crc(16b5b21d!=92997ed8);mutex_lock=crc(995658e3!=d5977bfb);mutex_unlock=crc(995658e3!=ed55cabd)
cfg80211,cfg80211,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/cfg80211.ko,misc,1,0,195,0,0,0,0,195,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,system_wq=crc(571c73d5!=2d3385d3);queue_work_on=crc(8f4cd990!=c5b6f236);__cpu_online_mask=crc(4e994f70!=ac594e02);preempt_schedule_notrace=crc(d272d446!=f70e4a4d);jiffies=crc(f2a4b08a!=15ba50a6);__stack_chk_fail=crc(d272d446!=f0fdf6cb);rtnl_is_locked=crc(7851be11!=85670f1d);__warn_printk=crc(1127e91b!=56470118)
charger-ulog-glink,charger_ulog_glink,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/charger-ulog-glink.ko,charger,1,0,35,0,0,0,4,31,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);devm_kmalloc=crc(d1263f9d!=c8c7229e);__mutex_init=crc(81d49dc6!=a571f6b0);__init_swait_queue_head=crc(d4e429b7!=608741b5);delayed_work_timer_fn=crc(b0f9b474!=ffeedf6a);init_timer_key=crc(534026f3!=c6f46339);pmic_glink_register_client=crc(b0110b62!=800b9c77)
clk-dummy,clk_dummy,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/clk-dummy.ko,misc,0,0,16,0,0,0,0,16,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);of_property_read_string=crc(fc9f25c0!=af7cb74b);devm_kmalloc=crc(d1263f9d!=c8c7229e);devm_clk_register=crc(c7d38f09!=dd8b1969);_printk=crc(16b5b21d!=92997ed8);devm_reset_controller_register=crc(be6e8a92!=9e4ecc3d);pm_genpd_init=crc(921fd077!=e7a3e359)
clk-qcom,clk_qcom,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/clk-qcom.ko,misc,0,0,179,0,0,0,1,178,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,regmap_write=crc(8b1835dc!=6b883e5a);regmap_update_bits_base=crc(807ee877!=576b05bf);regmap_read=crc(23aa8f00!=64311477);__const_udelay=crc(b7d17430!=eae3dfd6);usleep_range_state=crc(fdbae8c6!=c3055d20);__stack_chk_fail=crc(d272d446!=f0fdf6cb);_printk=crc(16b5b21d!=92997ed8);clk_hw_get_name=crc(e2b77b90!=6bd60ee2)
clk-rpmh,clk_rpmh,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/clk-rpmh.ko,misc,0,0,21,0,0,0,0,21,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);mutex_lock=crc(995658e3!=d5977bfb);mutex_unlock=crc(995658e3!=ed55cabd);rpmh_write_async=crc(226c0915!=3145a7cd);rpmh_write=crc(226c0915!=4bf7d506);_dev_err=crc(6b10178d!=b4ce05a5);__warn_printk=crc(1127e91b!=56470118)
clk-scmi,clk_scmi,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/clk-scmi.ko,misc,1,0,12,0,0,0,0,12,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,scmi_driver_register=crc(fe9b3693!=3b8c127d);scmi_driver_unregister=crc(02bfc607!=ba8445cc);devm_kmalloc=crc(d1263f9d!=c8c7229e);devm_kfree=crc(963fe25e!=5a6368f5);devm_clk_hw_register=crc(93b85846!=100c58a8);clk_hw_set_rate_range=crc(da8aac63!=7dfd312b);_dev_err=crc(6b10178d!=b4ce05a5);of_clk_hw_onecell_get=crc(d80b2e10!=2b8f18ac)
cmd-db,cmd_db,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/cmd-db.ko,misc,0,0,18,0,0,0,0,18,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__stack_chk_fail=crc(d272d446!=f0fdf6cb);strnlen=crc(b5bedffb!=a916b694);memcpy_and_pad=crc(9fbeab29!=697ed5f0);__fortify_panic=crc(31b67631!=75ca79b5);__platform_driver_register=crc(26d0cf2d!=12db679a);of_reserved_mem_lookup=crc(1dec9274!=5cf50b74);memremap=crc(0521dd20!=4d924f20);debugfs_create_file=crc(d0616c24!=4e870156)
cnss2,cnss2,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/cnss2.ko,wlan,1,0,389,0,0,0,103,286,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,of_property_read_variable_u32_array=crc(5de0294f!=e136f93c);__stack_chk_fail=crc(d272d446!=f0fdf6cb);snprintf=crc(f4386284!=656e4a6e);debugfs_create_dir=crc(85212c97!=5cf4d4de);debugfs_create_file=crc(d0616c24!=4e870156);ipc_log_string=missing;_printk=crc(16b5b21d!=92997ed8);_raw_spin_lock_irqsave=crc(aa615763!=34db050b)
cnss_nl,cnss_nl,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/cnss_nl.ko,wlan,1,0,7,0,0,0,0,7,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,of_find_node_with_property=crc(8896e902!=e0eec6c6);of_device_is_available=crc(7a32b0be!=946de52f);memset=crc(110f4d3a!=dcb764ad);_printk=crc(16b5b21d!=92997ed8);genl_register_family=crc(576db919!=10e9b022);genl_unregister_family=crc(66601109!=179a0b99);module_layout=crc(e976b219!=21d0f8b0)
cnss_plat_ipc_qmi_svc,cnss_plat_ipc_qmi_svc,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/cnss_plat_ipc_qmi_svc.ko,wlan,1,0,36,0,0,0,3,33,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,scnprintf=crc(f4386284!=96848186);qmi_send_indication=crc(1419ad0a!=4614b7ac);wait_for_completion_timeout=crc(6dc35028!=4a3ad70e);mutex_lock=crc(995658e3!=d5977bfb);idr_remove=crc(d5070956!=841a578a);mutex_unlock=crc(995658e3!=ed55cabd);kfree=crc(31359e90!=037a0cba);__stack_chk_fail=crc(d272d446!=f0fdf6cb)
cnss_prealloc,cnss_prealloc,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/cnss_prealloc.ko,wlan,1,0,19,0,0,0,0,19,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);mempool_alloc_slab=crc(db3d8074!=c972449f);mempool_free_slab=crc(5d728774!=8a99a016);__kmem_cache_create_args=crc(41f900f7!=3daad512);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);mempool_create_node_noprof=crc(60933297!=2213aa1f);kmem_cache_destroy=crc(743a59c5!=1d179fbf);__kmalloc_noprof=crc(27865ec7!=52c5c991)
cnss_utils,cnss_utils,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/cnss_utils.ko,wlan,1,0,35,0,0,0,3,32,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,mutex_lock=crc(995658e3!=d5977bfb);memcpy=crc(8a7493b2!=4829a47e);mutex_unlock=crc(995658e3!=ed55cabd);_printk=crc(16b5b21d!=92997ed8);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmemdup_noprof=crc(473b50c9!=a8ade12b);_raw_spin_lock_bh=crc(7c62d7bb!=0c3690fc);_raw_spin_unlock_bh=crc(7c62d7bb!=e46021ca)
coresight-csr,coresight_csr,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/coresight-csr.ko,usb,1,0,37,0,0,0,0,37,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,_raw_spin_lock_irqsave=crc(aa615763!=34db050b);_raw_spin_unlock_irqrestore=crc(582af1c8!=d35cce70);coresight_get_path=crc(9d6da4a6!=20030f19);coresight_get_sink=crc(bd1299bc!=65dc9d96);__of_parse_phandle_with_args=crc(e99699d5!=1fec5304);of_property_read_string=crc(fc9f25c0!=af7cb74b);strcmp=crc(f5df0401!=e2d5255a);of_property_read_variable_u32_array=crc(5de0294f!=e136f93c)
coresight-cti,coresight_cti,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/coresight-cti.ko,usb,1,0,84,0,0,0,0,84,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,log_write_mmio=crc(295b83ed!=c905402b);log_post_write_mmio=crc(295b83ed!=fa4d3c24);_raw_spin_lock=crc(7c62d7bb!=ba8fbd64);_raw_spin_unlock=crc(7c62d7bb!=b5b54b34);__bitmap_or=crc(fcab812c!=a084749a);devm_kstrdup=crc(63b8d0f8!=e857de28);__list_add_valid_or_report=crc(6fabd45b!=7e19152a);devm_kmalloc=crc(d1263f9d!=c8c7229e)
coresight-dummy,coresight_dummy,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/coresight-dummy.ko,usb,1,0,29,0,0,0,0,29,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);of_device_is_compatible=crc(c993f0e5!=2077fc84);coresight_alloc_device_name=crc(33049551!=963c030e);coresight_get_platform_data=crc(92ac5fc1!=9b033c1a);devm_kmalloc=crc(d1263f9d!=c8c7229e);coresight_register=crc(6e922ca6!=f4de56fc);pm_runtime_enable=crc(5255a8ce!=d4e81a21)
coresight-funnel,coresight_funnel,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/coresight-funnel.ko,usb,1,0,59,0,0,0,0,59,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);__amba_driver_register=crc(d6571cd8!=b341e5c9);_printk=crc(16b5b21d!=92997ed8);platform_driver_unregister=crc(8af50346!=6fc35f2b);amba_driver_unregister=crc(96a8ed1e!=f720ddc3);cpu_pm_register_notifier=crc(0a227d4d!=fd878075);__cpuhp_setup_state=crc(d96d6f98!=b66eb73f);cpu_pm_unregister_notifier=crc(0a227d4d!=58fab4fb)
coresight-qmi,coresight_qmi,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/coresight-qmi.ko,usb,1,0,23,0,0,0,0,23,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,mutex_lock=crc(995658e3!=d5977bfb);qmi_txn_init=crc(f0cd9030!=f92cee91);_dev_err=crc(6b10178d!=b4ce05a5);mutex_unlock=crc(995658e3!=ed55cabd);qmi_send_request=crc(e4ad36b0!=405f48d3);qmi_txn_cancel=crc(01f951b1!=39371770);qmi_txn_wait=crc(db001aa5!=39f6b97e);_dev_info=crc(6b10178d!=401167cc)
coresight-remote-etm,coresight_remote_etm,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/coresight-remote-etm.ko,usb,1,0,34,0,0,0,0,34,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);platform_driver_unregister=crc(8af50346!=6fc35f2b);coresight_alloc_device_name=crc(33049551!=963c030e);coresight_get_platform_data=crc(92ac5fc1!=9b033c1a);devm_kmalloc=crc(d1263f9d!=c8c7229e);__mutex_init=crc(81d49dc6!=a571f6b0);coresight_register=crc(6e922ca6!=f4de56fc);of_property_count_elems_of_size=crc(a657ffb0!=a079425d)
coresight-replicator,coresight_replicator,/home/jmulesa/android/lineage/device/oneplus/infiniti-kernel/coresight-replicator.ko,usb,1,0,54,0,0,0,0,54,mismatch(e976b219!=21d0f8b0),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=12db679a);__amba_driver_register=crc(d6571cd8!=b341e5c9);_printk=crc(16b5b21d!=92997ed8);platform_driver_unregister=crc(8af50346!=6fc35f2b);amba_driver_unregister=crc(96a8ed1e!=f720ddc3);cpu_pm_register_notifier=crc(0a227d4d!=fd878075);__cpuhp_setup_state=crc(d96d6f98!=b66eb73f);cpu_pm_unregister_notifier=crc(0a227d4d!=58fab4fb)
