module,modinfo_name,path,subsystem,in_modules_load,source_built_override,n_versions,n_kmi_pure,n_kmi_extended,n_vendor_internal_resolved,n_vendor_internal_missing,n_crc_mismatch,module_layout_status,verdict,secondary_verdict,sample_failing
mem_buf,mem_buf,device/oneplus/infiniti-kernel/mem_buf.ko,misc,0,0,123,0,0,0,2,121,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);__kmalloc_noprof=crc(27865ec7!=52c5c991);__arch_copy_from_user=crc(1f42c609!=12a4e128);mem_buf_fd_to_vmid=crc(d9c3f95c!=9f23fee7);memset=crc(110f4d3a!=dcb764ad);___ratelimit=crc(a3384a5c!=f5edea2e);kfree=crc(31359e90!=037a0cba);_printk=crc(16b5b21d!=92997ed8)
mem_buf_dev,mem_buf_dev,device/oneplus/infiniti-kernel/mem_buf_dev.ko,misc,0,0,104,0,0,0,0,104,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,hyp_assign_table=crc(fe9d0369!=86827bc5);_printk=crc(16b5b21d!=92997ed8);mutex_lock=crc(995658e3!=d5977bfb);sg_next=crc(c57ccfca!=fbe215e4);gh_rm_heap_memlend_prealloc=crc(4967e70b!=e9ea5c9d);mutex_unlock=crc(995658e3!=ed55cabd);__stack_chk_fail=crc(d272d446!=f0fdf6cb);gh_rm_heap_shrink=crc(d272d446!=8975794b)
mem_buf_msgq,mem_buf_msgq,device/oneplus/infiniti-kernel/mem_buf_msgq.ko,misc,0,0,42,0,0,0,0,42,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);__kmalloc_noprof=crc(27865ec7!=52c5c991);memcpy=crc(8a7493b2!=4829a47e);strnlen=crc(b5bedffb!=a916b694);sized_strscpy=crc(8f8e273c!=476b165a);__tracepoint_send_alloc_req=crc(7c5aa8a7!=ebc2375a);__cpu_online_mask=crc(4e994f70!=ac594e02);__traceiter_send_alloc_req=crc(70f31871!=321eea28)
mem_object,mem_object,device/oneplus/infiniti-kernel/mem_object.ko,misc,1,0,32,0,0,0,4,28,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=559b0832);__kmalloc_cache_noprof=crc(6cc46e45!=57abd7cf);__mutex_init=crc(81d49dc6!=a571f6b0);alt_cb_patch_nops=crc(b8c8345a!=a65c6def);init_si_object_user=missing;mutex_lock=crc(995658e3!=d5977bfb);mutex_unlock=crc(995658e3!=ed55cabd)
memlat,memlat,device/oneplus/infiniti-kernel/memlat.ko,misc,1,0,60,0,0,0,14,46,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);__stack_chk_fail=crc(d272d446!=f0fdf6cb);__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b);of_device_get_match_data=crc(be4e2011!=218d268b);get_qcom_scmi_device=missing;devm_kmalloc=crc(d1263f9d!=9601551a);of_get_next_available_child=crc(f2308994!=65f0b02d)
memory_dump_v2,memory_dump_v2,device/oneplus/infiniti-kernel/memory_dump_v2.ko,misc,0,0,43,0,0,0,0,43,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);memstart_addr=crc(c9a2f5d2!=9688de8b);strnlen=crc(b5bedffb!=a916b694);sized_strscpy=crc(8f8e273c!=476b165a);snprintf=crc(f4386284!=656e4a6e);msm_minidump_add_region=crc(dd21467e!=bc932109);__stack_chk_fail=crc(d272d446!=f0fdf6cb);__fortify_panic=crc(31b67631!=75ca79b5)
mhi,mhi,device/oneplus/infiniti-kernel/mhi.ko,network,1,0,134,0,0,0,5,129,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,ipc_log_string=missing;get_random_u32=crc(c01aafd2!=d36dc10c);_dev_err=crc(6b10178d!=89c10d29);__const_udelay=crc(b7d17430!=eae3dfd6);__stack_chk_fail=crc(d272d446!=f0fdf6cb);__msecs_to_jiffies=crc(7162a662!=7f02188f);init_wait_entry=crc(6668f05d!=fe487975);prepare_to_wait_event=crc(a29be00c!=8c26d495)
mhi_dev_satellite,mhi_dev_satellite,device/oneplus/infiniti-kernel/mhi_dev_satellite.ko,network,1,0,51,0,0,0,3,48,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=559b0832);__kmalloc_cache_noprof=crc(6cc46e45!=57abd7cf);__mutex_init=crc(81d49dc6!=a571f6b0);scnprintf=crc(f4386284!=96848186);ipc_log_context_create=missing;__register_rpmsg_driver=crc(0219a521!=f2bb1e4b);__mhi_driver_register=crc(cac096ee!=a30eb75c)
mhi_dev_uci,mhi_dev_uci,device/oneplus/infiniti-kernel/mhi_dev_uci.ko,network,1,0,52,0,0,0,3,49,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__register_chrdev=crc(2805073e!=4004f5b8);class_create=crc(934914c3!=73ab41b8);__mutex_init=crc(81d49dc6!=a571f6b0);__mhi_driver_register=crc(cac096ee!=a30eb75c);class_destroy=crc(0eaa09a8!=9b827076);unregister_chrdev_region=crc(0bc5fb0d!=6091b333);mhi_driver_unregister=crc(24bac2fc!=1376a4db);ipc_log_string=missing
microdump_collector,microdump_collector,device/oneplus/infiniti-kernel/microdump_collector.ko,misc,0,0,14,0,0,0,0,14,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=dda9df08);_printk=crc(16b5b21d!=92997ed8);qcom_unregister_ssr_notifier=crc(52d99790!=d6cc0cc0);kfree=crc(31359e90!=037a0cba);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=559b0832);__kmalloc_cache_noprof=crc(6cc46e45!=57abd7cf);qcom_register_ssr_notifier=crc(eb954a17!=0fa538df)
minidump,minidump,device/oneplus/infiniti-kernel/minidump.ko,dfr,0,0,137,0,0,0,5,132,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,memstart_addr=crc(c9a2f5d2!=9688de8b);kimage_voffset=crc(7f175992!=e4bbc1dd);scnprintf=crc(f4386284!=96848186);vmalloc_to_page=crc(a8b58902!=f57a7c8b);_printk_deferred=crc(16b5b21d!=1e19eb6c);_printk=crc(16b5b21d!=92997ed8);__stack_chk_fail=crc(d272d446!=f0fdf6cb);__per_cpu_offset=crc(0de4cab5!=280f9f14)
mpam,mpam,device/oneplus/infiniti-kernel/mpam.ko,misc,1,0,14,0,0,0,1,13,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__stack_chk_fail=crc(d272d446!=f0fdf6cb);__platform_driver_register=crc(26d0cf2d!=dda9df08);_printk=crc(16b5b21d!=92997ed8);platform_driver_unregister=crc(8af50346!=3af3024b);get_qcom_scmi_device=missing;_dev_err=crc(6b10178d!=89c10d29);rpmsg_send=crc(9023b26d!=19ecfe44);wait_for_completion_timeout=crc(6dc35028!=4a3ad70e)
mpam_msc,mpam_msc,device/oneplus/infiniti-kernel/mpam_msc.ko,misc,1,0,8,0,0,0,0,8,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);__list_add_valid_or_report=crc(6fabd45b!=7e19152a);__list_del_entry_valid_or_report=crc(802f8919!=9a835040);__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b);of_platform_populate=crc(f44b6715!=126b2b47);_dev_err=crc(6b10178d!=89c10d29);module_layout=crc(e976b219!=38f960dd)
mpam_msc_slc,mpam_msc_slc,device/oneplus/infiniti-kernel/mpam_msc_slc.ko,misc,1,0,31,0,0,0,5,26,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b);devm_kmalloc=crc(d1263f9d!=9601551a);get_qcom_scmi_device=missing;devm_clk_get=crc(f92eae1a!=4177572f);of_property_read_variable_u32_array=crc(5de0294f!=e46d1c95);of_property_read_string=crc(fc9f25c0!=27bdd89b);dev_err_probe=crc(de026a97!=3083bbb7)
msm-eva,msm_eva,device/oneplus/infiniti-kernel/msm-eva.ko,graphics-video,1,0,254,0,0,0,16,238,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=559b0832);__kmalloc_cache_noprof=crc(6cc46e45!=57abd7cf);__mutex_init=crc(81d49dc6!=a571f6b0);__platform_driver_register=crc(26d0cf2d!=dda9df08);kfree=crc(31359e90!=037a0cba);_printk=crc(16b5b21d!=92997ed8);__kmem_cache_create_args=crc(41f900f7!=2d22bcc6)
msm-mmrm,msm_mmrm,device/oneplus/infiniti-kernel/msm-mmrm.ko,mm-driver,1,0,44,0,0,0,0,44,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);memcpy=crc(8a7493b2!=4829a47e);__stack_chk_fail=crc(d272d446!=f0fdf6cb);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=559b0832);__kmalloc_cache_noprof=crc(6cc46e45!=57abd7cf);__kmalloc_noprof=crc(27865ec7!=52c5c991);__mutex_init=crc(81d49dc6!=a571f6b0)
msm_dma_iommu_mapping,msm_dma_iommu_mapping,device/oneplus/infiniti-kernel/msm_dma_iommu_mapping.ko,misc,0,0,28,0,0,0,0,28,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,mutex_lock=crc(995658e3!=d5977bfb);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=559b0832);__kmalloc_cache_noprof=crc(6cc46e45!=57abd7cf);__mutex_init=crc(81d49dc6!=a571f6b0);_printk=crc(16b5b21d!=92997ed8);alt_cb_patch_nops=crc(b8c8345a!=a65c6def);rb_insert_color=crc(27710d8c!=a5526619)
msm_drm,msm_drm,device/oneplus/infiniti-kernel/msm_drm.ko,display,1,0,812,0,0,0,44,768,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);snprintf=crc(f4386284!=656e4a6e);kobject_uevent_env=crc(37679765!=c2f18be0);__stack_chk_fail=crc(d272d446!=f0fdf6cb);memcpy=crc(8a7493b2!=4829a47e);__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b);devm_kmalloc=crc(d1263f9d!=9601551a)
msm_ext_display,msm_ext_display,device/oneplus/infiniti-kernel/msm_ext_display.ko,mm-driver,1,0,20,0,0,0,0,20,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,mutex_lock=crc(995658e3!=d5977bfb);extcon_get_state=crc(9ff0d4e8!=812f54fb);extcon_set_state_sync=crc(20021f1f!=37326791);mutex_unlock=crc(995658e3!=ed55cabd);_printk=crc(16b5b21d!=92997ed8);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=559b0832);__kmalloc_cache_noprof=crc(6cc46e45!=57abd7cf)
msm_geni_serial,msm_geni_serial,device/oneplus/infiniti-kernel/msm_geni_serial.ko,misc,1,0,136,0,0,0,2,134,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,strlen=crc(90d19584!=98cf60b3);trace_event_buffer_reserve=crc(40964d00!=ef09c050);memcpy=crc(8a7493b2!=4829a47e);vsnprintf=crc(78dfe782!=00148653);trace_event_buffer_commit=crc(ffe3783c!=f95e6f0d);__trace_trigger_soft_disabled=crc(cb5e01d7!=dd84a68a);__stack_chk_fail=crc(d272d446!=f0fdf6cb);perf_trace_buf_alloc=crc(231ad1b8!=2d2c902f)
msm_gpi,msm_gpi,device/oneplus/infiniti-kernel/msm_gpi.ko,misc,1,0,84,0,0,0,4,80,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,ipc_log_string=missing;sched_clock=crc(f018baf9!=e94986d6);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=559b0832);__kmalloc_cache_noprof=crc(6cc46e45!=57abd7cf);_printk=crc(16b5b21d!=92997ed8);memcpy=crc(8a7493b2!=4829a47e);__kmalloc_noprof=crc(27865ec7!=52c5c991)
msm_hfi_core,msm_hfi_core,device/oneplus/infiniti-kernel/msm_hfi_core.ko,mm-driver,0,0,94,0,0,0,1,93,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);__list_del_entry_valid_or_report=crc(802f8919!=9a835040);__list_add_valid_or_report=crc(6fabd45b!=7e19152a);sg_init_one=crc(c0080556!=43babd19);virtqueue_add_inbuf=crc(56c0a57e!=ee703c76);virtqueue_add_outbuf=crc(56c0a57e!=829d6522);__stack_chk_fail=crc(d272d446!=f0fdf6cb);virtqueue_detach_unused_buf=crc(7e5947f6!=31736295)
msm_hw_fence,msm_hw_fence,device/oneplus/infiniti-kernel/msm_hw_fence.ko,mm-driver,1,0,108,0,0,0,1,107,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__stack_chk_fail=crc(d272d446!=f0fdf6cb);scnprintf=crc(f4386284!=96848186);_printk=crc(16b5b21d!=92997ed8);mutex_lock=crc(995658e3!=d5977bfb);mutex_unlock=crc(995658e3!=ed55cabd);__wake_up=crc(f7c60e8b!=e2964344);ktime_get=crc(ff9a6e5c!=b43f9365);__msecs_to_jiffies=crc(7162a662!=7f02188f)
msm_kgsl,msm_kgsl,device/oneplus/infiniti-kernel/msm_kgsl.ko,gpu,1,0,531,0,0,0,20,511,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,request_firmware=crc(69d48229!=4ebbf086);memcpy=crc(8a7493b2!=4829a47e);release_firmware=crc(b770888b!=c6d09aa9);_dev_err=crc(6b10178d!=89c10d29);__stack_chk_fail=crc(d272d446!=f0fdf6cb);system_wq=crc(571c73d5!=2d3385d3);queue_work_on=crc(8f4cd990!=c5b6f236);___ratelimit=crc(a3384a5c!=f5edea2e)
msm_memshare,msm_memshare,device/oneplus/infiniti-kernel/msm_memshare.ko,misc,1,0,56,0,0,0,7,49,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,dma_alloc_attrs=crc(cf96de2a!=1078313b);_dev_err=crc(6b10178d!=89c10d29);__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b);of_device_is_compatible=crc(c993f0e5!=9be608c5);devm_kmalloc=crc(d1263f9d!=9601551a);__mutex_init=crc(81d49dc6!=a571f6b0);system_wq=crc(571c73d5!=2d3385d3)
msm_performance,msm_performance,device/oneplus/infiniti-kernel/msm_performance.ko,misc,1,0,53,0,0,0,4,49,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_raw_spin_lock_irqsave=crc(aa615763!=34db050b);_raw_spin_unlock_irqrestore=crc(582af1c8!=d35cce70);ktime_get=crc(ff9a6e5c!=b43f9365);complete=crc(7da92691!=a6257a2f);kernel_kobj=crc(45e1f39a!=253f9cbc);kset_create_and_add=crc(3138eb5c!=807cd607);kobject_create_and_add=crc(3e531720!=a8be50c3);sysfs_create_group=crc(3ee3b24e!=00ef1eb0)
msm_qmp,msm_qmp,device/oneplus/infiniti-kernel/msm_qmp.ko,misc,0,0,58,0,0,0,2,56,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b);devm_kmalloc=crc(d1263f9d!=9601551a);__of_parse_phandle_with_args=crc(e99699d5!=64cc5fec);qmp_get=crc(91c79421!=cd6aa0be);of_get_property=crc(25eb83ce!=97bbda8e);platform_get_resource_byname=crc(cc1c0f0f!=ddf84c88);devm_ioremap=crc(6d7dac4a!=6e24b6a0)
msm_sharedmem,msm_sharedmem,device/oneplus/infiniti-kernel/msm_sharedmem.ko,misc,1,0,18,0,0,0,0,18,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=dda9df08);_printk=crc(16b5b21d!=92997ed8);platform_driver_unregister=crc(8af50346!=3af3024b);platform_get_resource=crc(1b038a1f!=7b3363db);of_property_read_variable_u32_array=crc(5de0294f!=e46d1c95);devm_kmalloc=crc(d1263f9d!=9601551a);of_find_property=crc(9a0c7532!=4d1675b6);dma_alloc_attrs=crc(cf96de2a!=1078313b)
msm_show_epoch,msm_show_epoch,device/oneplus/infiniti-kernel/msm_show_epoch.ko,misc,1,0,5,0,0,0,0,5,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__tracepoint_android_vh_show_suspend_epoch_val=crc(7c5aa8a7!=15ae232b);tracepoint_probe_register=crc(15cb871d!=5b50af89);__tracepoint_android_vh_show_resume_epoch_val=crc(7c5aa8a7!=8830ad02);_printk=crc(16b5b21d!=92997ed8);module_layout=crc(e976b219!=38f960dd)
msm_show_resume_irq,msm_show_resume_irq,device/oneplus/infiniti-kernel/msm_show_resume_irq.ko,misc,1,0,20,0,0,0,0,20,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b);of_iomap=crc(e2ff4068!=1e39818e);__tracepoint_android_vh_cpuidle_psci_enter=crc(7c5aa8a7!=926732f6);tracepoint_probe_register_prio=crc(44365c54!=561375bd);__tracepoint_android_vh_cpuidle_psci_exit=crc(7c5aa8a7!=39e47f06);register_syscore_ops=crc(93441c02!=b9c425de);_printk=crc(16b5b21d!=92997ed8)
msm_sysstats,msm_sysstats,device/oneplus/infiniti-kernel/msm_sysstats.ko,misc,1,0,48,0,0,0,0,48,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,genl_register_family=crc(576db919!=47c36fbe);_printk=crc(16b5b21d!=92997ed8);genl_unregister_family=crc(66601109!=6cb2a46a);__nla_validate=crc(dd1772f9!=3d1059ea);nla_reserve_64bit=crc(310e773d!=df70fee5);__rcu_read_lock=crc(d272d446!=8d522714);find_task_by_vpid=crc(2c7840a3!=a722ced9);alt_cb_patch_nops=crc(b8c8345a!=a65c6def)
msm_video,msm_video,device/oneplus/infiniti-kernel/msm_video.ko,graphics-video,1,0,269,0,0,0,13,256,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,memcpy=crc(8a7493b2!=4829a47e);_printk=crc(16b5b21d!=92997ed8);of_find_node_opts_by_path=crc(bcf52949!=a7a68f8b);of_property_read_variable_u32_array=crc(5de0294f!=e46d1c95);__stack_chk_fail=crc(d272d446!=f0fdf6cb);socinfo_get_part_count=crc(4cf57500!=34c2497c);socinfo_get_subpart_info=crc(649b5cf3!=a590ede5);of_device_is_compatible=crc(c993f0e5!=9be608c5)
mtk_wdt,mtk_wdt,device/oneplus/infiniti-kernel/mtk_wdt.ko,misc,0,0,2,0,0,0,0,2,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);module_layout=crc(e976b219!=38f960dd)
nb7vpq904m,nb7vpq904m,device/oneplus/infiniti-kernel/nb7vpq904m.ko,misc,1,0,39,0,0,0,3,36,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,i2c_register_driver=crc(6f0760fb!=b84054a9);i2c_del_driver=crc(ef821497!=938a618b);devm_kmalloc=crc(d1263f9d!=9601551a);alloc_workqueue=crc(c531e61f!=49cd25ed);__devm_regmap_init_i2c=crc(c63976ed!=f8d84327);of_find_property=crc(9a0c7532!=4d1675b6);of_property_read_variable_u8_array=crc(8df6595f!=efaa60b0);devm_regulator_get_optional=crc(98863b61!=00027e83)
nvmem_qcom-spmi-sdam,nvmem_qcom_spmi_sdam,device/oneplus/infiniti-kernel/nvmem_qcom-spmi-sdam.ko,misc,0,0,12,0,0,0,0,12,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b);devm_kmalloc=crc(d1263f9d!=9601551a);dev_get_regmap=crc(38acd0f5!=3e1dc6b6);of_property_read_variable_u32_array=crc(5de0294f!=e46d1c95);regmap_read=crc(23aa8f00!=61488f9c);devm_nvmem_register=crc(b18bc96c!=763a548e);_dev_err=crc(6b10178d!=89c10d29)
nvmem_qfprom,nvmem_qfprom,device/oneplus/infiniti-kernel/nvmem_qfprom.ko,misc,1,0,45,0,0,0,0,45,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b);memcpy=crc(8a7493b2!=4829a47e);devm_kmalloc=crc(d1263f9d!=9601551a);devm_platform_get_and_ioremap_resource=crc(f98b552a!=37e24653);device_get_match_data=crc(baf0ac54!=7862b16c);platform_get_resource=crc(1b038a1f!=7b3363db);devm_ioremap_resource=crc(fc3a1f89!=12cfb69d)
nxp-nci,nxp_nci,device/oneplus/infiniti-kernel/nxp-nci.ko,misc,1,0,81,0,0,0,5,76,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);of_get_named_gpio=crc(08f8b82c!=60133d8b);of_property_read_string=crc(fc9f25c0!=27bdd89b);of_property_read_variable_u32_array=crc(5de0294f!=e46d1c95);_dev_err=crc(6b10178d!=89c10d29);gpio_to_desc=crc(a49e2188!=5a24a77c);gpiod_set_raw_value=crc(ffbbe456!=cfc9d9bf);usleep_range_state=crc(fdbae8c6!=c3055d20)
oplus_audio_aw882xx,oplus_audio_aw882xx,device/oneplus/infiniti-kernel/oplus_audio_aw882xx.ko,misc,1,0,81,0,0,0,2,79,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);memset=crc(110f4d3a!=dcb764ad);devm_kmalloc=crc(d1263f9d!=9601551a);memcpy=crc(8a7493b2!=4829a47e);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);__kmalloc_noprof=crc(27865ec7!=52c5c991);strcmp=crc(f5df0401!=e2d5255a);__stack_chk_fail=crc(d272d446!=f0fdf6cb)
oplus_audio_daemon,oplus_audio_daemon,device/oneplus/infiniti-kernel/oplus_audio_daemon.ko,misc,1,0,28,0,0,0,3,25,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,mutex_lock=crc(995658e3!=d5977bfb);ktime_get=crc(ff9a6e5c!=b43f9365);_printk=crc(16b5b21d!=92997ed8);mutex_unlock=crc(995658e3!=ed55cabd);memset=crc(110f4d3a!=dcb764ad);scnprintf=crc(f4386284!=96848186);upload_mm_fb_kevent_limit=missing;system_wq=crc(571c73d5!=2d3385d3)
oplus_audio_extend,oplus_audio_extend,device/oneplus/infiniti-kernel/oplus_audio_extend.ko,misc,1,0,24,0,0,0,0,24,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);devm_kmalloc=crc(d1263f9d!=9601551a);snd_soc_find_dai=crc(50d16dc7!=35ede68d);strcmp=crc(f5df0401!=e2d5255a);_dev_err=crc(6b10178d!=89c10d29);snd_soc_add_card_controls=crc(a71ed693!=db8d2c5d);__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b)
oplus_audio_netlink,oplus_audio_netlink,device/oneplus/infiniti-kernel/oplus_audio_netlink.ko,misc,1,0,32,0,0,0,1,31,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,_printk=crc(16b5b21d!=92997ed8);strcmp=crc(f5df0401!=e2d5255a);__alloc_skb=crc(f9414958!=8a292505);genlmsg_put=crc(a1bf231c!=35179be6);nla_put=crc(d7e32719!=f9a61ed4);init_net=crc(853101e3!=66460e0d);netlink_unicast=crc(89ebab58!=981467e1);sk_skb_reason_drop=crc(3334991b!=88ec2462)
oplus_audio_tfa98xx_v6,oplus_audio_tfa98xx_v6,device/oneplus/infiniti-kernel/oplus_audio_tfa98xx_v6.ko,misc,1,0,107,0,0,0,2,105,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,crc32_le=crc(31a83776!=69dd3b5b);_printk=crc(16b5b21d!=92997ed8);__stack_chk_fail=crc(d272d446!=f0fdf6cb);mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmem_cache_alloc_noprof=crc(400e1873!=679a68f9);memcpy=crc(8a7493b2!=4829a47e);kmem_cache_free=crc(a538a198!=e8386ccf);sscanf=crc(f5197fd4!=bcab6ee6)
oplus_binder_strategy,oplus_binder_strategy,device/oneplus/infiniti-kernel/oplus_binder_strategy.ko,misc,0,0,88,0,0,0,9,79,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,trace_event_buffer_reserve=crc(40964d00!=ef09c050);trace_event_buffer_commit=crc(ffe3783c!=f95e6f0d);__trace_trigger_soft_disabled=crc(cb5e01d7!=dd84a68a);__stack_chk_fail=crc(d272d446!=f0fdf6cb);perf_trace_buf_alloc=crc(231ad1b8!=2d2c902f);perf_trace_run_bpf_submit=crc(2a290ade!=1c86eaa7);bpf_trace_run3=crc(8c4e033a!=3fa5c55f);bpf_trace_run4=crc(1c4f6ddb!=6f883632)
oplus_bsp_aizerofs,oplus_bsp_aizerofs,device/oneplus/infiniti-kernel/oplus_bsp_aizerofs.ko,misc,0,0,98,0,0,0,0,98,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,mem_alloc_profiling_key=crc(8ee1928d!=0f05f001);kmalloc_caches=crc(d6ce5659!=559b0832);__kmalloc_cache_noprof=crc(6cc46e45!=57abd7cf);kfree=crc(31359e90!=037a0cba);strnlen=crc(b5bedffb!=a916b694);__fortify_panic=crc(31b67631!=75ca79b5);memcpy=crc(8a7493b2!=4829a47e);register_kprobe=crc(cca4d86f!=0472cf3b)
oplus_bsp_dfr_combkey_monitor,oplus_bsp_dfr_combkey_monitor,device/oneplus/infiniti-kernel/oplus_bsp_dfr_combkey_monitor.ko,dfr,0,0,45,0,0,0,7,38,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,trace_event_buffer_reserve=crc(40964d00!=ef09c050);memcpy=crc(8a7493b2!=4829a47e);trace_event_buffer_commit=crc(ffe3783c!=f95e6f0d);__trace_trigger_soft_disabled=crc(cb5e01d7!=dd84a68a);__stack_chk_fail=crc(d272d446!=f0fdf6cb);perf_trace_buf_alloc=crc(231ad1b8!=2d2c902f);perf_trace_run_bpf_submit=crc(2a290ade!=1c86eaa7);bpf_trace_run5=crc(df495bd0!=92d33301)
oplus_bsp_dfr_dump_device_info,oplus_bsp_dfr_dump_device_info,device/oneplus/infiniti-kernel/oplus_bsp_dfr_dump_device_info.ko,dfr,1,0,26,0,0,0,4,22,mismatch(e976b219!=38f960dd),load-fail-module-layout,load-fail-crc,__platform_driver_register=crc(26d0cf2d!=dda9df08);platform_driver_unregister=crc(8af50346!=3af3024b);strlen=crc(90d19584!=98cf60b3);__memcpy_toio=crc(45336082!=f77555cd);_printk=crc(16b5b21d!=92997ed8);__of_parse_phandle_with_args=crc(e99699d5!=64cc5fec);__of_get_address=crc(c07a2e81!=d3aef5db);mem_section=crc(a5819388!=6ecc607e)
